OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
00291300,CAMPBELL UNIVERSITY,NC,275060036,PRIVATE," 1,925 "," 1,937 "," $1,16,59,456.00 ","1,939"," $58,59,695.00 "," 1,971 "," 2,096 "," $1,69,23,329.00 ","2,100"," $84,53,544.00 ", 349 , 353 ," $46,92,060.00 ",354," $23,55,380.00 ", 442 , 452 ," $94,89,402.00 ",456," $46,51,675.00 "
00291400,CATAWBA COLLEGE,NC,281442488,PRIVATE, 266 , 267 ," $10,74,025.00 ",271," $5,48,164.00 ", 291 , 297 ," $11,37,221.00 ",306," $5,75,409.00 ", 78 , 80 ," $7,67,451.00 ",80," $3,81,860.00 ", -   , -   , $-   ,0, $-   
00291600,CHOWAN UNIVERSITY,NC,278551850,PRIVATE, 735 , 741 ," $28,46,855.00 ",742," $14,41,655.00 ", 793 ," 1,284 "," $35,10,492.00 ","1,290"," $17,89,931.00 ", 110 , 117 ," $12,03,834.00 ",118," $6,02,778.00 ", -   , -   , $-   ,0, $-   
00291800,DAVIDSON COLLEGE,NC,280350000,PRIVATE, 134 , 135 ," $4,17,714.00 ",139," $2,15,700.00 ", 250 , 258 ," $12,08,538.00 ",267," $6,15,429.00 ", 108 , 111 ," $21,31,433.00 ",114," $10,82,738.00 ", -   , -   , $-   ,0, $-   
00291900,DAVIDSON COUNTY COMMUNITY COLLEGE,NC,273600000,PUBLIC, 149 , 149 ," $5,29,088.00 ",151," $2,68,493.00 ", 23 , 23 ," $64,780.00 ",23," $32,168.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00292000,DUKE UNIVERSITY,NC,277080397,PRIVATE," 2,984 "," 3,005 "," $2,24,34,081.00 ","3,006"," $1,07,40,642.00 "," 2,707 "," 2,777 "," $3,15,15,943.00 ","2,778"," $1,48,75,338.00 ", 273 , 287 ," $65,61,355.00 ",297," $34,04,473.00 "," 1,376 "," 1,482 "," $3,55,04,790.00 ","1,492"," $1,64,90,324.00 "
00292300,EAST CAROLINA UNIVERSITY,NC,278581818,PUBLIC," 9,341 "," 9,526 "," $4,41,14,795.00 ","9,541"," $2,23,10,759.00 "," 10,264 "," 10,935 "," $5,35,43,430.00 ","10,952"," $2,69,60,506.00 "," 1,152 "," 1,188 "," $1,19,80,364.00 ","1,195"," $61,45,571.00 ", 15 , 15 ," $87,205.00 ",15," $42,756.00 "
00292600,ELIZABETH CITY STATE UNIVERSITY,NC,279097806,PUBLIC, 312 , 315 ," $12,13,678.00 ",315," $6,08,956.00 ", 252 , 275 ," $9,17,868.00 ",275," $4,57,065.00 ", 10 , 10 ," $1,25,301.00 ",10," $62,652.00 ", -   , -   , $-   ,0, $-   
00292700,ELON UNIVERSITY,NC,272442010,PRIVATE," 1,469 "," 1,473 "," $76,89,798.00 ","1,476"," $38,98,899.00 "," 1,735 "," 1,796 "," $91,76,941.00 ","1,806"," $46,12,774.00 ", 416 , 439 ," $77,29,030.00 ",444," $41,26,892.00 ", 188 , 212 ," $40,59,223.00 ",214," $21,10,996.00 "
00292800,FAYETTEVILLE STATE UNIVERSITY,NC,283014298,PUBLIC," 2,778 "," 2,860 "," $1,24,24,498.00 ","3,459"," $68,45,909.00 "," 2,512 "," 2,679 "," $1,03,13,153.00 ","3,305"," $56,95,458.00 ", 21 , 21 ," $1,16,270.00 ",25," $66,008.00 ", -   , -   , $-   ,0, $-   
00292900,GARDNER - WEBB UNIVERSITY,NC,280170000,PRIVATE," 1,699 "," 1,715 "," $84,21,673.00 ","1,717"," $34,84,107.00 "," 1,813 "," 2,061 "," $1,08,91,198.00 ","2,062"," $44,60,552.00 ", 167 , 178 ," $17,05,659.00 ",180," $9,06,360.00 ", 1 , 1 ," $5,000.00 ",1," $2,500.00 "
00293000,GREENSBORO COLLEGE,NC,274011875,PRIVATE, 339 , 344 ," $14,87,162.00 ",345," $7,65,741.00 ", 380 , 391 ," $18,66,847.00 ",392," $9,56,261.00 ", 76 , 78 ," $9,58,350.00 ",78," $4,91,148.00 ", -   , -   , $-   ,0, $-   
00293100,GUILFORD COLLEGE,NC,274104171,PRIVATE," 1,385 "," 1,417 "," $59,08,782.00 ","1,421"," $30,64,879.00 ", 898 , 992 ," $40,92,664.00 ","1,005"," $22,20,248.00 ", 127 , 134 ," $20,03,167.00 ",134," $10,32,903.00 ", -   , -   , $-   ,0, $-   
00293300,HIGH POINT UNIVERSITY,NC,272624221,PRIVATE," 1,580 "," 1,585 "," $72,45,650.00 ","1,602"," $32,91,372.00 "," 1,587 "," 1,661 "," $62,96,544.00 ","1,696"," $28,78,598.00 ", 392 , 414 ," $75,60,137.00 ",429," $40,01,147.00 ", -   , -   , $-   ,0, $-   
00293500,LAUREL UNIVERSITY,NC,272653197,PRIVATE, 50 , 50 ," $2,14,312.00 ",50," $1,07,157.00 ", 45 , 47 ," $2,00,618.00 ",48," $1,00,309.00 ", 1 , 1 ," $5,500.00 ",1," $2,750.00 ", -   , -   , $-   ,0, $-   
00293600,JOHNSON C SMITH UNIVERSITY,NC,282165398,PRIVATE, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , 29 , 35 ," $4,46,149.00 ",35," $2,23,583.00 ", -   , -   , $-   ,0, $-   
00293700,KING'S COLLEGE,NC,282042435,PROPRIETARY, 357 , 357 ," $12,32,420.00 ",359," $6,19,945.00 ", 353 , 369 ," $14,56,870.00 ",371," $7,31,624.00 ", 1 , 1 ," $10,058.00 ",1," $5,029.00 ", -   , -   , $-   ,0, $-   
00293900,LEES-MCRAE COLLEGE,NC,286040000,PRIVATE, 502 , 502 ," $21,36,576.00 ",505," $11,21,262.00 ", 488 , 490 ," $19,48,696.00 ",510," $10,14,517.00 ", 87 , 88 ," $7,75,498.00 ",88," $3,97,164.00 ", -   , -   , $-   ,0, $-   
00294100,LENOIR-RHYNE UNIVERSITY,NC,286013984,PRIVATE, 738 , 747 ," $33,87,081.00 ",747," $16,73,971.00 ", 766 , 896 ," $35,39,535.00 ",896," $17,79,698.00 ", 185 , 194 ," $19,74,740.00 ",194," $9,40,271.00 ", -   , -   , $-   ,0, $-   
00294200,LIVINGSTONE COLLEGE,NC,281445298,PRIVATE, 423 , 424 ," $19,40,258.00 ",425," $9,77,060.00 ", 418 , 522 ," $21,53,454.00 ",524," $10,84,606.00 ", 39 , 39 ," $3,34,250.00 ",39," $1,70,875.00 ", -   , -   , $-   ,0, $-   
00294300,LOUISBURG COLLEGE,NC,275492398,PRIVATE, 440 , 442 ," $14,49,975.00 ",459," $7,75,493.00 ", 433 , 453 ," $16,07,056.00 ",470," $8,43,680.00 ", 57 , 60 ," $4,72,528.00 ",63," $2,49,916.00 ", -   , -   , $-   ,0, $-   
00294500,MEREDITH COLLEGE,NC,276075298,PRIVATE," 1,016 "," 1,023 "," $45,84,672.00 ","1,030"," $23,36,783.00 "," 1,154 "," 1,288 "," $54,31,952.00 ","1,312"," $27,65,682.00 ", 169 , 176 ," $21,06,442.00 ",177," $10,92,371.00 ", -   , -   , $-   ,0, $-   
00294600,METHODIST UNIVERSITY,NC,283111420,PRIVATE," 1,043 "," 1,051 "," $45,99,556.00 ","1,083"," $23,44,971.00 "," 1,034 "," 1,090 "," $45,25,215.00 ","1,109"," $22,33,805.00 ", 167 , 179 ," $24,17,247.00 ",181," $12,28,409.00 ", 45 , 46 ," $14,41,480.00 ",47," $6,90,619.00 "
00294800,MONTREAT COLLEGE,NC,287571267,PRIVATE, 419 , 421 ," $20,19,191.00 ",432," $10,47,299.00 ", 427 , 430 ," $23,24,081.00 ",430," $11,88,296.00 ", 36 , 36 ," $3,26,672.00 ",39," $1,67,656.00 ", -   , -   , $-   ,0, $-   
00294900,MOUNT OLIVE COLLEGE,NC,283651299,PRIVATE, 642 , 652 ," $23,91,460.00 ",660," $12,30,376.00 ", 614 , 630 ," $27,35,846.00 ",642," $13,91,254.00 ", 26 , 28 ," $1,90,285.00 ",28," $94,848.00 ", -   , -   , $-   ,0, $-   
00295000,NORTH CAROLINA CENTRAL UNIVERSITY,NC,277073198,PUBLIC, 16 , 16 ," $1,05,893.00 ",16," $52,947.00 ", 16 , 16 ," $1,23,023.00 ",16," $61,160.00 ", 7 , 7 ," $59,342.00 ",7," $29,671.00 ", 9 , 10 ," $82,671.00 ",10," $42,337.00 "
00295100,NORTH CAROLINA WESLEYAN COLLEGE,NC,278048699,PRIVATE, 470 , 473 ," $18,59,630.00 ",480," $9,82,045.00 ", 479 , 517 ," $23,90,793.00 ",524," $12,53,255.00 ", 77 , 79 ," $7,28,546.00 ",79," $3,73,378.00 ", -   , -   , $-   ,0, $-   
00295300,WILLIAM PEACE UNIVERSITY,NC,276041194,PRIVATE, 430 , 435 ," $18,47,450.00 ",435," $9,27,657.00 ", 460 , 508 ," $21,36,385.00 ",508," $10,53,156.00 ", 92 , 93 ," $9,65,393.00 ",94," $4,83,203.00 ", -   , -   , $-   ,0, $-   
00295400,UNIVERSITY OF NORTH CAROLINA AT PEMBROKE,NC,283721510,PUBLIC," 2,933 "," 3,024 "," $1,26,91,769.00 ","3,030"," $63,12,739.00 "," 2,047 "," 2,357 "," $85,14,408.00 ","2,412"," $42,92,390.00 ", 140 , 143 ," $10,08,574.00 ",146," $5,01,652.00 ", 2 , 2 ," $4,600.00 ",2," $2,300.00 "
00295500,PFEIFFER UNIVERSITY,NC,281090000,PRIVATE, 573 , 575 ," $26,67,819.00 ",575," $13,01,329.00 ", 723 , 747 ," $34,88,437.00 ",752," $17,01,527.00 ", 48 , 51 ," $4,48,702.00 ",51," $2,32,103.00 ", -   , -   , $-   ,0, $-   
00295600,PIEDMONT BAPTIST COLLEGE AND GRADUATE SCHOOL,NC,271015025,PRIVATE, 76 , 78 ," $2,76,115.00 ",78," $1,71,927.00 ", 57 , 57 ," $2,00,888.00 ",58," $1,19,415.00 ", 4 , 4 ," $33,700.00 ",4," $24,319.00 ", -   , -   , $-   ,0, $-   
00295700,QUEENS UNIVERSITY OF CHARLOTTE,NC,282740001,PRIVATE, 977 , 990 ," $35,14,786.00 ",992," $23,11,723.00 "," 1,180 "," 1,575 "," $51,49,676.00 ","1,577"," $36,40,325.00 ", 104 , 110 ," $13,17,157.00 ",112," $6,82,083.00 ", 6 , 6 ," $33,055.00 ",6," $26,388.00 "
00296000,SALEM COLLEGE,NC,271015376,PRIVATE, 458 , 458 ," $19,60,981.00 ",459," $9,61,730.00 ", 399 , 407 ," $18,06,856.00 ",408," $9,02,523.00 ", 39 , 41 ," $4,03,197.00 ",44," $2,21,626.00 ", -   , -   , $-   ,0, $-   
00296200,SHAW UNIVERSITY,NC,276012393,PRIVATE," 1,373 "," 1,377 "," $65,07,790.00 ","1,377"," $32,57,614.00 "," 1,420 "," 1,452 "," $86,07,871.00 ","1,454"," $42,97,635.00 ", 72 , 73 ," $7,32,180.00 ",73," $3,66,590.00 ", -   , -   , $-   ,0, $-   
00296400,SOUTHEASTERN COMMUNITY COLLEGE,NC,284725422,PUBLIC, 236 , 237 ," $6,75,452.00 ",237," $4,39,470.00 ", 166 , 167 ," $4,84,799.00 ",167," $3,08,102.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00296700,ST. ANDREWS PRESBYTERIAN COLLEGE,NC,283529979,PRIVATE, 326 , 326 ," $13,11,744.00 ",330," $6,91,411.00 ", 354 , 370 ," $14,70,603.00 ",375," $7,69,633.00 ", 135 , 140 ," $17,17,917.00 ",141," $8,92,078.00 ", -   , -   , $-   ,0, $-   
00297000,SURRY COMMUNITY COLLEGE,NC,270170304,PUBLIC, 88 , 90 ," $3,13,017.00 ",92," $1,77,780.00 ", 80 , 83 ," $3,23,603.00 ",87," $1,77,544.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00297200,NORTH CAROLINA STATE UNIVERSITY,NC,276957001,PUBLIC," 5,753 "," 5,820 "," $2,56,95,098.00 ","5,825"," $1,32,02,396.00 "," 7,561 "," 7,803 "," $4,57,67,214.00 ","7,818"," $2,32,17,101.00 ", 939 , 961 ," $80,23,422.00 ",963," $42,08,276.00 ", 51 , 52 ," $4,27,240.00 ",54," $2,25,091.00 "
00297400,UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL,NC,275999100,PUBLIC," 5,528 "," 5,590 "," $3,73,36,218.00 ","5,605"," $1,84,00,774.00 "," 6,180 "," 6,480 "," $6,28,82,491.00 ","6,502"," $3,09,21,304.00 ", 545 , 557 ," $56,57,339.00 ",561," $28,71,166.00 ", 672 , 720 ," $1,30,69,808.00 ",721," $63,42,073.00 "
00297500,UNIVERSITY OF NORTH CAROLINA - CHARLOTTE,NC,282230001,PUBLIC," 8,047 "," 8,440 "," $3,83,70,024.00 ","8,440"," $1,93,99,480.00 "," 8,586 "," 9,259 "," $4,84,99,773.00 ","9,259"," $2,43,14,064.00 ", 516 , 529 ," $43,66,713.00 ",529," $22,44,462.00 ", 37 , 39 ," $2,85,585.00 ",39," $1,49,052.00 "
00297600,UNIVERSITY OF NORTH CAROLINA - GREENSBORO,NC,274120001,PUBLIC," 6,594 "," 6,745 "," $3,06,07,777.00 ","6,762"," $1,54,00,355.00 "," 6,598 "," 7,194 "," $3,55,34,006.00 ","7,236"," $1,77,50,264.00 "," 1,024 "," 1,047 "," $84,90,501.00 ","1,049"," $42,69,368.00 ", 11 , 11 ," $92,351.00 ",11," $47,533.00 "
00297800,WAKE FOREST UNIVERSITY,NC,271097246,PRIVATE," 2,277 "," 2,295 "," $1,46,24,462.00 ","2,360"," $73,34,320.00 "," 1,709 "," 1,746 "," $2,13,55,144.00 ","1,806"," $1,06,38,407.00 ", 312 , 322 ," $74,09,082.00 ",325," $38,27,137.00 ", 614 , 656 ," $1,37,39,146.00 ",698," $66,68,046.00 "
00298100,WESTERN CAROLINA UNIVERSITY,NC,287239731,PUBLIC, 455 , 486 ," $19,80,308.00 ",486," $9,79,563.00 ", 593 , 656 ," $32,04,743.00 ",656," $15,93,104.00 ", 93 , 93 ," $6,25,903.00 ",93," $3,03,802.00 ", 1 , 1 ," $7,209.00 ",1," $3,605.00 "
00298200,WESTERN PIEDMONT COMMUNITY COLLEGE,NC,286554504,PUBLIC, 253 , 254 ," $8,30,910.00 ",254," $4,12,680.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00298300,WILKES COMMUNITY COLLEGE,NC,286972100,PUBLIC, 210 , 215 ," $6,84,391.00 ",224," $3,87,889.00 ", 167 , 171 ," $6,20,267.00 ",183," $3,31,263.00 ", 3 , 3 ," $21,900.00 ",3," $10,950.00 ", -   , -   , $-   ,0, $-   
00298400,UNIVERSITY OF NORTH CAROLINA AT WILMINGTON (THE),NC,284033297,PUBLIC, 277 , 286 ," $12,10,931.00 ",287," $5,81,596.00 ", 409 , 449 ," $23,22,281.00 ",452," $11,34,368.00 ", 250 , 256 ," $24,64,743.00 ",257," $12,16,256.00 ", -   , -   , $-   ,0, $-   
00298500,WINGATE UNIVERSITY,NC,281740159,PRIVATE," 1,001 "," 1,039 "," $54,12,952.00 ","1,090"," $27,29,431.00 "," 1,124 "," 1,311 "," $1,00,96,646.00 ","1,345"," $49,21,236.00 ", 161 , 169 ," $17,10,220.00 ",178," $8,66,793.00 ", 109 , 111 ," $11,66,952.00 ",111," $4,84,700.00 "
00298600,WINSTON-SALEM STATE UNIVERSITY,NC,271100001,PUBLIC," 2,973 "," 3,030 "," $1,22,07,694.00 ","3,033"," $61,33,013.00 "," 2,778 "," 2,992 "," $1,19,09,145.00 ","2,997"," $59,95,417.00 ", 131 , 132 ," $11,71,706.00 ",132," $5,90,160.00 ", -   , -   , $-   ,0, $-   
00398100,UNIVERSITY OF NORTH CAROLINA SCHOOL OF THE ARTS,NC,271272188,PUBLIC, 7 , 7 ," $37,451.00 ",7," $12,483.00 ", 9 , 9 ," $45,873.00 ",9," $15,142.00 ", 4 , 4 ," $57,136.00 ",4," $19,045.00 ", -   , -   , $-   ,0, $-   
00403300,ASHEVILLE BUNCOMBE TECHNICAL COMMUNITY COLLEGE,NC,288014897,PUBLIC, 363 , 365 ," $11,89,517.00 ",365," $5,97,312.00 ", 311 , 314 ," $11,69,344.00 ",314," $5,78,512.00 ", 3 , 3 ," $14,546.00 ",3," $7,273.00 ", -   , -   , $-   ,0, $-   
00406200,PITT COMMUNITY COLLEGE,NC,285900000,PUBLIC, 758 , 766 ," $26,17,550.00 ",766," $13,09,184.00 ", 672 , 684 ," $23,00,691.00 ",684," $11,47,873.00 ", 23 , 25 ," $1,64,809.00 ",25," $86,707.00 ", -   , -   , $-   ,0, $-   
00483500,CALDWELL COMMUNITY COLLEGE & TECHNICAL INSTITUTE,NC,286382626,PUBLIC, 598 , 616 ," $19,16,918.00 ",617," $11,24,064.00 ", 502 , 532 ," $19,43,123.00 ",533," $11,33,249.00 ", 9 , 9 ," $60,660.00 ",9," $34,830.00 ", -   , -   , $-   ,0, $-   
00484400,WAKE TECHNICAL COMMUNITY COLLEGE,NC,276035696,PUBLIC, 608 , 610 ," $19,38,041.00 ",613," $10,76,609.00 ", 464 , 466 ," $23,68,688.00 ",468," $13,11,427.00 ", 11 , 11 ," $67,394.00 ",11," $38,856.00 ", -   , -   , $-   ,0, $-   
00531700,FORSYTH TECHNICAL COMMUNITY COLLEGE,NC,271035197,PUBLIC, 1 , 1 ," $3,127.00 ",1," $1,564.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00531800,CATAWBA VALLEY COMMUNITY COLLEGE,NC,286028302,PUBLIC, 284 , 286 ," $9,23,327.00 ",292," $4,56,963.00 ", 145 , 145 ," $6,02,539.00 ",147," $2,92,499.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00647700,CABARRUS COLLEGE OF HEALTH SCIENCES,NC,280253959,PRIVATE, 177 , 177 ," $6,33,702.00 ",177," $3,21,805.00 ", 157 , 157 ," $8,01,189.00 ",157," $3,98,575.00 ", 2 , 2 ," $9,600.00 ",2," $6,300.00 ", -   , -   , $-   ,0, $-   
00647800,MERCY SCHOOL OF NURSING,NC,282736631,PUBLIC, 44 , 44 ," $1,64,812.00 ",44," $77,443.00 ", 38 , 38 ," $2,13,438.00 ",38," $1,02,816.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00679900,CRAVEN COMMUNITY COLLEGE,NC,285624984,PUBLIC, 92 , 92 ," $3,48,811.00 ",92," $1,73,298.00 ", 71 , 71 ," $2,93,366.00 ",72," $1,42,547.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00768700,JAMES SPRUNT COMMUNITY COLLEGE,NC,283490398,PUBLIC, 2 , 2 ," $7,000.00 ",2," $2,918.00 ", 2 , 2 ," $6,500.00 ",2," $2,834.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00781400,BROOKSTONE COLLEGE OF BUSINESS,NC,282621294,PROPRIETARY, 58 , 58 ," $1,75,673.00 ",58," $86,996.00 ", 54 , 54 ," $1,45,878.00 ",54," $70,349.00 ", 2 , 2 ," $7,296.00 ",2," $3,842.00 ", -   , -   , $-   ,0, $-   
00798600,HALIFAX COMMUNITY COLLEGE,NC,278900089,PUBLIC, 189 , 190 ," $6,08,201.00 ",203," $3,22,181.00 ", 129 , 129 ," $3,47,407.00 ",138," $1,76,073.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00846600,SOUTHWESTERN COMMUNITY COLLEGE,NC,287798581,PUBLIC, 114 , 114 ," $4,09,931.00 ",114," $2,08,550.00 ", 98 , 98 ," $4,44,856.00 ",98," $2,10,510.00 ", 4 , 4 ," $45,912.00 ",4," $19,624.00 ", -   , -   , $-   ,0, $-   
00885500,EDGECOMBE COMMUNITY COLLEGE,NC,278869399,PUBLIC, 433 , 435 ," $13,95,164.00 ",437," $7,97,524.00 ", 317 , 321 ," $11,66,863.00 ",322," $6,58,947.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00933600,JOHNSTON COMMUNITY COLLEGE,NC,275770000,PUBLIC, 223 , 225 ," $7,10,496.00 ",225," $3,66,644.00 ", 173 , 176 ," $6,17,982.00 ",176," $3,14,973.00 ", 1 , 1 ," $6,000.00 ",1," $3,000.00 ", -   , -   , $-   ,0, $-   
00968400,BLUE RIDGE COMMUNITY COLLEGE,NC,287319624,PUBLIC, 44 , 44 ," $1,66,333.00 ",44," $83,772.00 ", -   , -   , $-   ,0, $-   , 3 , 3 ," $18,200.00 ",3," $9,100.00 ", -   , -   , $-   ,0, $-   
01026400,SOUTH COLLEGE,NC,288033152,PROPRIETARY, 25 , 25 ," $90,280.00 ",35," $43,008.00 ", 27 , 50 ," $1,41,255.00 ",66," $66,578.00 ", 1 , 2 ," $6,100.00 ",2," $2,368.00 ", -   , -   , $-   ,0, $-   
01179900,PAUL MITCHELL THE SCHOOL FAYETTEVILLE,NC,283035364,PROPRIETARY, 8 , 8 ," $24,106.00 ",9," $13,291.00 ", 7 , 7 ," $33,533.00 ",8," $17,029.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01192600,LEON'S BEAUTY SCHOOL,NC,274032812,PROPRIETARY, 1 , 1 ," $3,500.00 ",1," $3,500.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02110500,ART INSTITUTE OF CHARLOTTE (THE),NC,282174536,PROPRIETARY, 855 , 877 ," $28,85,821.00 ","1,382"," $16,44,228.00 ", 856 , 880 ," $39,31,197.00 ","1,394"," $22,01,528.00 ", 161 , 163 ," $24,93,288.00 ",303," $15,45,090.00 ", -   , -   , $-   ,0, $-   
02205000,COLLEGE OF WILMINGTON,NC,284030000,PROPRIETARY, 30 , 30 ," $82,236.00 ",30," $43,411.00 ", 30 , 30 ," $1,12,458.00 ",30," $58,889.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02238700,HAIRSTYLING INSTITUTE OF CHARLOTTE,NC,282042621,PROPRIETARY, 18 , 18 ," $57,697.00 ",19," $31,673.00 ", 13 , 13 ," $40,193.00 ",13," $19,480.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02280900,MID-ATLANTIC CHRISTIAN UNIVERSITY,NC,279094054,PRIVATE, 111 , 112 ," $4,67,337.00 ",112," $2,34,378.00 ", 115 , 117 ," $5,41,224.00 ",122," $2,68,458.00 ", 9 , 9 ," $83,300.00 ",9," $41,650.00 ", -   , -   , $-   ,0, $-   
02560600,PINNACLE INSTITUTE OF COSMETOLOGY,NC,281158020,PROPRIETARY, 3 , 3 ," $6,838.00 ",4," $5,338.00 ", 3 , 3 ," $10,296.00 ",4," $8,296.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03089300,HERITAGE BIBLE COLLEGE,NC,283340000,PRIVATE, 1 , 1 ," $5,500.00 ",1," $2,750.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03104200,CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,NC,282032861,PUBLIC, 136 , 138 ," $4,66,797.00 ",138," $2,12,161.00 ", 133 , 136 ," $6,29,593.00 ",136," $3,08,812.00 ", 1 , 1 ," $25,203.00 ",1," $25,203.00 ", -   , -   , $-   ,0, $-   
03109000,SCHOOL OF COMMUNICATION ARTS OF NORTH CAROLINA,NC,276147076,PROPRIETARY, 112 , 112 ," $3,83,428.00 ",113," $1,32,116.00 ", 150 , 180 ," $6,72,286.00 ",182," $2,32,650.00 ", 17 , 18 ," $2,18,797.00 ",19," $72,041.00 ", -   , -   , $-   ,0, $-   
03361300,MEDICAL ARTS SCHOOL (THE),NC,276166453,PROPRIETARY, 51 , 51 ," $1,58,436.00 ",51," $57,169.00 ", 49 , 51 ," $2,46,925.00 ",51," $89,838.00 ", 1 , 2 ," $8,000.00 ",2," $2,666.00 ", -   , -   , $-   ,0, $-   
03513400,APEX SCHOOL OF THEOLOGY,NC,277038024,PRIVATE, 174 , 176 ," $10,21,443.00 ",176," $5,16,211.00 ", 156 , 156 ," $14,14,996.00 ",156," $7,14,237.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03570300,CAROLINA CHRISTIAN COLLEGE,NC,271053241,PRIVATE, 15 , 15 ," $61,750.00 ",15," $31,750.00 ", 12 , 12 ," $66,500.00 ",12," $34,750.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03663300,HOOD THEOLOGICAL SEMINARY,NC,281445768,PRIVATE, 92 , 92 ," $7,40,523.00 ",92," $3,72,615.00 ", 100 , 102 ," $10,35,379.00 ",102," $5,19,579.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $21,000.00 ",1," $10,500.00 "
03748500,DURHAM BEAUTY ACADEMY,NC,277073569,PROPRIETARY, 19 , 19 ," $57,482.00 ",22," $32,764.00 ", 15 , 15 ," $75,891.00 ",16," $44,335.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03777300,PAUL MITCHELL THE SCHOOL GASTONIA,NC,280540460,PROPRIETARY, 36 , 36 ," $1,12,293.00 ",40," $60,937.00 ", 35 , 35 ," $1,78,973.00 ",39," $95,058.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03827300,NEW LIFE THEOLOGICAL SEMINARY,NC,282051648,PRIVATE, 23 , 24 ," $1,05,867.00 ",24," $55,995.00 ", 17 , 17 ," $95,992.00 ",17," $50,405.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
04098300,TECHSKILLS - CHARLOTTE,NC,282171589,PROPRIETARY, 7 , 7 ," $17,017.00 ",7," $8,512.00 ", 5 , 5 ," $20,835.00 ",5," $10,420.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
04115700,REGINA'S COLLEGE OF BEAUTY,NC,281102831,PROPRIETARY, 5 , 5 ," $17,500.00 ",5," $8,750.00 ", 5 , 5 ," $30,000.00 ",5," $15,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
04143500,CHARLOTTE SCHOOL OF LAW,NC,282082816,PROPRIETARY, 356 , 357 ," $30,08,617.00 ",359," $15,19,913.00 ", 357 , 358 ," $43,12,454.00 ",360," $21,74,800.00 ", -   , -   , $-   ,0, $-   , 262 , 301 ," $65,01,564.00 ",303," $32,69,797.00 "
00298800,BISMARCK STATE COLLEGE,ND,585011299,PUBLIC," 1,285 "," 1,291 "," $43,49,157.00 ","1,291"," $22,33,277.00 "," 1,560 "," 1,602 "," $70,89,189.00 ","1,602"," $36,29,998.00 ", 8 , 8 ," $39,000.00 ",8," $21,500.00 ", -   , -   , $-   ,0, $-   
00298900,DICKINSON STATE UNIVERSITY,ND,586014896,PUBLIC, 622 , 633 ," $23,49,160.00 ",633," $12,20,202.00 ", 752 , 787 ," $37,27,719.00 ",787," $19,45,084.00 ", 12 , 12 ," $76,174.00 ",12," $38,087.00 ", -   , -   , $-   ,0, $-   
00299000,JAMESTOWN COLLEGE,ND,584053401,PRIVATE, 459 , 462 ," $18,91,912.00 ",462," $9,77,323.00 ", 583 , 874 ," $23,82,613.00 ",874," $12,10,520.00 ", 34 , 34 ," $2,34,894.00 ",35," $1,24,556.00 ", -   , -   , $-   ,0, $-   
